review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
"the capsules are a tiny bit smaller than nespresso and they slide into the container and do not always ""catch"". the flavour of this particular coffee is ok. not the best we've had.",,PLID52856322,10/12/2020,3,2020-09-09,Lavazza - Vigoroso Coffee Capsules - 10,takealot,the capsules are tiny bit smaller than nespresso and they slide into the container and do not always catch the flavour of this particular coffee is ok not the best we have had,
great tasting full bodied . enjoyed it ! highly recommended!,,PLID52856322,10/12/2020,4,2020-05-24,Lavazza - Vigoroso Coffee Capsules - 10,takealot,great tasting full bodied enjoyed it highly recommended,
still the best coffee ......,,PLID52856322,10/12/2020,5,2020-05-18,Lavazza - Vigoroso Coffee Capsules - 10,takealot,still the best coffee,
weaker than expected but good flavour,,PLID52856322,10/12/2020,4,2019-12-29,Lavazza - Vigoroso Coffee Capsules - 10,takealot,weaker than expected but good flavour,
delicious and satisfying,,PLID52856322,10/12/2020,4,2019-07-22,Lavazza - Vigoroso Coffee Capsules - 10,takealot,delicious and satisfying,
happy with this product.,,PLID42194558,10/12/2020,5,2020-07-26,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,happy with this product,
"am continuing to order these, very good quality and flavour, they work 100% on the nespresso machines.",,PLID42194558,10/12/2020,5,2020-06-30,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,am continuing to order these very good quality and flavour they work on the nespresso machines,
great taste and works well in nespresso machines,,PLID42194558,10/12/2020,5,2020-06-28,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,great taste and works we will in nespresso machines,
great product and a great taste,,PLID42194558,10/12/2020,5,2020-06-03,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,great product and great taste,
great product,,PLID42194558,10/12/2020,5,2020-05-19,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,great product,
"love this product, i constantly order this. rich rooibos taste with this crema.",,PLID42194558,10/12/2020,5,2020-03-03,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,love this product constantly order this rich rooibos taste with this crema,
exactly as advertised.,,PLID42194558,10/12/2020,5,2017-11-21,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,exactly as advertised,
i brought a packet and there were only 40 capsules even though it said 50 capsules so it was returned to takealot.,,PLID42194558,10/12/2020,1,2017-04-15,red espresso Original Bulk Special - 50 Nespresso Compatible Rooibos Capsules,takealot,brought packet and there we are only capsules even though it said capsules so it was returned to takealot,
good flavour and creates a good crema.,,PLID52036250,10/12/2020,5,2020-08-25,Lavazza Armonico Nespresso Compatible Coffee Capsules - 40,takealot,good flavour and creates good crema,
"lovely taste, soft and smooth, excellent for persons that cannot handle a very strong coffee",,PLID52036250,10/12/2020,5,2020-04-22,Lavazza Armonico Nespresso Compatible Coffee Capsules - 40,takealot,lovely taste soft and smooth excellent for persons that cannot handle very strong coffee,
"flavours are nice, just a pitty you can't see on the packaging what each color is",,PLID69043057,10/12/2020,4,2020-09-14,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,flavours are nice just pitty you cannot see on the packaging what each color is,
"coffee was seriously disappointing. some had no flavor, tasted old or stale.",,PLID69043057,10/12/2020,1,2020-08-26,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,coffee was seriously disappointing some had no flavor tasted old or stale,
"at the price, very good",,PLID69043057,10/12/2020,5,2020-08-02,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,at the price very good,
mornings are superb with this coffee. evenings i get tempted but insomnia is the problem. planning on my next purchase already.,,PLID69043057,10/12/2020,4,2020-08-02,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,mornings are superb with this coffee evenings get tempted but insomnia is the problem planning on my next purchase already,
nice coffee at an affordable price.,,PLID69043057,10/12/2020,4,2020-07-21,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,nice coffee at an affordable price,
great coffee - only criticism is that it does not say which pod is which strength or flavor,,PLID69043057,10/12/2020,5,2020-07-13,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,great coffee only criticism is that it does not say which pod is which strength or flavor,
not happy at all with this product!! the pods do not seal properly in the nespresso machine! water leaks out into overflow. not compatible at all. will send it back! do not buy! waste of money!,,PLID69043057,10/12/2020,1,2020-07-09,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,not happy at all with this product the pods do not seal properly in the nespresso machine water leaks out into overflow not compatible at all will send it back do not buy waste of money,
i expected stronger coffee. pods also did not fit well in nespresso machine and leaked a lot of water.,,PLID69043057,10/12/2020,2,2020-07-08,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,expected stronger coffee pods also did not fit we will in nespresso machine and leaked lot of water,
"stumbled on to uber coffee a few weeks back - we've now ordered more than once. great tasting coffee, perfectly compatible with nespresso and an absolute steal at the special price!",,PLID69043057,10/12/2020,5,2020-06-27,Nespresso Uber Coffee Capsules - Mixed Speciality Pack 100 (No Decaf),takealot,stumbled on to uber coffee few weeks back we have now ordered more than once great tasting coffee perfectly compatible with nespresso and an absolute steal at the special price,
love these,,PLID44310669,10/12/2020,5,2017-09-03,Caffeluxe Nespresso Compatible Coffee Capsules - 200 Bulk Special,takealot,love these,
"rubbish coffee! not a patch on nespresso, and i am an expert on coffee....",,PLID44310669,10/12/2020,1,2017-04-29,Caffeluxe Nespresso Compatible Coffee Capsules - 200 Bulk Special,takealot,rubbish coffee not patch on nespresso and am an expert on coffee,
nice taste for a decaf - same as normal,,PLID69276469,10/12/2020,4,2020-08-24,Colombia Excelso Decaf 500g Coffee Beans,takealot,nice taste for decaf same as normal,
very good decaf caps i highly recommend them,,PLID54858136,10/12/2020,5,2020-12-01,Lavazza Decaffeinato Nespresso Compatible Coffee Capsules - 40,takealot,very good decaf caps highly recommend them,
very delicious at a good price,,PLID54858136,10/12/2020,5,2020-08-16,Lavazza Decaffeinato Nespresso Compatible Coffee Capsules - 40,takealot,very delicious at good price,
"i love this coffee! it has a strong, rich flavour which is a must for decaf coffee. if you like weak coffee then this is not for you.",,PLID54858136,10/12/2020,5,2020-01-18,Lavazza Decaffeinato Nespresso Compatible Coffee Capsules - 40,takealot,love this coffee it has strong rich flavour which is must for decaf coffee if you like weak coffee then this is not for you,
capsules work well with our nespresso machine. we prefer nespresso coffee but it was nice to have something different like hazelnut. it's also great to have hazelnut coffee that's not sweet like the hazelnut syrup restaurants add.,,PLID46639851,10/12/2020,5,2020-11-23,Terbodore Hazelnut 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,capsules work we will with our nespresso machine we prefer nespresso coffee but it was nice to have something different like hazelnut it is also great to have hazelnut coffee that is not sweet like the hazelnut syrup restaurants add,
delicious coffee!! great way to start your day.,,PLID46639851,10/12/2020,5,2020-09-02,Terbodore Hazelnut 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,delicious coffee great way to start your day,
great product,,PLID46639851,10/12/2020,5,2020-08-08,Terbodore Hazelnut 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,great product,
tastes great!,,PLID46639851,10/12/2020,5,2020-06-17,Terbodore Hazelnut 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,tastes great,
love these. flavourful and consistent quality,,PLID46639851,10/12/2020,5,2019-09-21,Terbodore Hazelnut 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,love these flavourful and consistent quality,
"delicious coffee, we love it! our alternative to nespresso and the pods fit in a nespresso machine.",,PLID52856324,10/12/2020,4,2020-09-23,Lavazza - Deciso Coffee Capsules - 10,takealot,delicious coffee we love it our alternative to nespresso and the pods fit in nespresso machine,
good coffee,,PLID52856324,10/12/2020,4,2020-08-03,Lavazza - Deciso Coffee Capsules - 10,takealot,good coffee,
tastes great...pity that 6 capsules out of the box of 10 failed and only produced water. obviously a nespresso sizing issue.,,PLID52856321,10/12/2020,1,2020-10-07,Lavazza - Armonico Coffee Capsules - 10,takealot,tastes greatpity that capsules out of the box of failed and only produced water obviously nespresso sizing issue,
aaah lavazza- one of the best coffees in the world - now in a pod . great quality coffee. i use the pods to make latte. would like a stronger roast though. next time a darker roast 10/10 for me.,,PLID52856321,10/12/2020,5,2020-09-09,Lavazza - Armonico Coffee Capsules - 10,takealot,aaah lavazza one of the best coffees in the world now in pod great quality coffee use the pods to make latte would like stronger roast though next time darker roast for me,
"great coffee, great taste. i found this one a little too light for my taste (strength 8) as i usually like my coffee with a fair amount of almond milk. the lavazza vigoroso pods were much nicer (strength 10) - the purple pods",,PLID52856321,10/12/2020,4,2020-05-25,Lavazza - Armonico Coffee Capsules - 10,takealot,great coffee great taste found this one little too light for my taste strength as usually like my coffee with fair amount of almond milk the lavazza vigoroso pods we are much nicer strength the purple pods,
love this brand.good product,,PLID52856321,10/12/2020,5,2020-05-18,Lavazza - Armonico Coffee Capsules - 10,takealot,love this brandgood product,
best of italy !!!,,PLID52856321,10/12/2020,5,2020-05-18,Lavazza - Armonico Coffee Capsules - 10,takealot,best of italy,
it fits nespresso. i really like the taste. well priced,,PLID52856321,10/12/2020,5,2020-04-13,Lavazza - Armonico Coffee Capsules - 10,takealot,it fits nespresso really like the taste we will priced,
absolutely love lavazza coffee. got this to add to someone's gift. still need to check if it fits the nespresso. ,,PLID52856321,10/12/2020,5,2020-01-01,Lavazza - Armonico Coffee Capsules - 10,takealot,absolutely love lavazza coffee got this to add to someones gift still need to check if it fits the nespresso,
best ever,,PLID44858553,10/12/2020,5,2020-10-05,Espresto - Cappuccino Capsules,takealot,best ever,
"yum yum, nice cappicino. and your services was great. thanks",,PLID44858553,10/12/2020,5,2020-06-30,Espresto - Cappuccino Capsules,takealot,yum yum nice cappicino and your services was great thanks,
great product,,PLID44858553,10/12/2020,4,2020-06-17,Espresto - Cappuccino Capsules,takealot,great product,
great tasting coffee,,PLID44858553,10/12/2020,4,2020-05-30,Espresto - Cappuccino Capsules,takealot,great tasting coffee,
way better than the dolce gusto original ones that's for sure - i will buy these again but i think i prefer buying the milk and coffee pods separately and making my own version of a cappuccino using the creme latte pods and the espresso pods from espresto.,,PLID44858553,10/12/2020,4,2020-05-29,Espresto - Cappuccino Capsules,takealot,way better than the dolce gusto original ones that is for sure will buy these again but think prefer buying the milk and coffee pods separately and making my own version of cappuccino using the creme latte pods and the espresso pods from espresto,
these coffee pods are packed full of flavour. definitely a good blend and ensures enjoyment with every cup.,,PLID44858553,10/12/2020,5,2020-05-10,Espresto - Cappuccino Capsules,takealot,these coffee pods are packed full of flavour definitely good blend and ensures enjoyment with every cup,
awesome blend and good quality the people really enjoyed it at my wife's birthday this sunday went through 4 boxes and enjoyed every drop of it really happy with this product...,,PLID44858553,10/12/2020,5,2020-03-17,Espresto - Cappuccino Capsules,takealot,awesome blend and good quality the people really enjoyed it at my wifes birthday this sunday went through boxes and enjoyed every drop of it really happy with this product,
its good!,,PLID44858553,10/12/2020,3,2020-03-08,Espresto - Cappuccino Capsules,takealot,it is good,
excellent product,,PLID44858553,10/12/2020,5,2020-03-04,Espresto - Cappuccino Capsules,takealot,excellent product,
great taste!,,PLID44858553,10/12/2020,4,2019-11-18,Espresto - Cappuccino Capsules,takealot,great taste,
creamy and frothy. easy to use and delicious. i'd recommend this.,,PLID44858553,10/12/2020,4,2019-11-13,Espresto - Cappuccino Capsules,takealot,creamy and frothy easy to use and delicious would recommend this,
best price i could find,,PLID44858553,10/12/2020,4,2019-10-15,Espresto - Cappuccino Capsules,takealot,best price could find,
great coffee,,PLID44858553,10/12/2020,5,2019-09-22,Espresto - Cappuccino Capsules,takealot,great coffee,
"good cuppa, really enjo",,PLID44858553,10/12/2020,4,2019-06-07,Espresto - Cappuccino Capsules,takealot,good cuppa really enjo,
"the description sounds lovely, and i was amped when the capsules came, but what they don't tell you upfront, is which machines these go with. i can tell you that the capsules don't fit into the nespresso lattissima touch. super disappointed.",,PLID44858553,10/12/2020,1,2019-06-03,Espresto - Cappuccino Capsules,takealot,the description sounds lovely and was amped when the capsules came but what they do not tell you upfront is which machines these go with can tell you that the capsules do not fit into the nespresso lattissima touch super disappointed,
great product and easy to use.,,PLID44858550,10/12/2020,5,2020-08-12,Espresto - Ritmo Lungo Capsules,takealot,great product and easy to use,
love the taste,,PLID44858550,10/12/2020,5,2020-07-21,Espresto - Ritmo Lungo Capsules,takealot,love the taste,
look its better than the normal dolce gusto ones that's for sure - but i really didn't enjoy the taste of this coffee - almost tasted like watered down jacobs to me. i won't buy it again cos it didn't really have that filter coffee taste i was looking for.,,PLID44858550,10/12/2020,3,2020-05-29,Espresto - Ritmo Lungo Capsules,takealot,look it is better than the normal dolce gusto ones that is for sure but really did not enjoy the taste of this coffee almost tasted like watered down jacobs to me will not buy it again cos it did not really have that filter coffee taste was looking for,
definitely the best in the range. i give it a 10/10,,PLID44858550,10/12/2020,4,2020-05-18,Espresto - Ritmo Lungo Capsules,takealot,definitely the best in the range give it,
i enjoy the aromatic flavours of the capsules. love the smell of fresh coffee in the morning. will buy again!,,PLID44858550,10/12/2020,5,2020-05-11,Espresto - Ritmo Lungo Capsules,takealot,enjoy the aromatic flavours of the capsules love the smell of fresh coffee in the morning will buy again,
"makes a perfect americano. love the machine and the pods. have the machine now for almost 5 years and still works perfectly and the quality of the coffee in these pods is consistently good - and every pod works, just never a problem",,PLID44858550,10/12/2020,5,2020-02-21,Espresto - Ritmo Lungo Capsules,takealot,makes perfect americano love the machine and the pods have the machine now for almost years and still works perfectly and the quality of the coffee in these pods is consistently good and every pod works just never problem,
the box of coffee is exactly what you expect to receive. all information on product is what it really is,,PLID44858550,10/12/2020,4,2019-10-28,Espresto - Ritmo Lungo Capsules,takealot,the box of coffee is exactly what you expect to receive all information on product is what it really is,
love these capsules. no bitter aftertaste. very smooth tasting,,PLID44858550,10/12/2020,5,2019-09-10,Espresto - Ritmo Lungo Capsules,takealot,love these capsules no bitter aftertaste very smooth tasting,
i love my coffee !!!,,PLID44858550,10/12/2020,4,2019-07-23,Espresto - Ritmo Lungo Capsules,takealot,love my coffee,
we like this coffee.,,PLID44858550,10/12/2020,2,2018-07-09,Espresto - Ritmo Lungo Capsules,takealot,we like this coffee,
very nice coffee,,PLID44858550,10/12/2020,4,2018-06-14,Espresto - Ritmo Lungo Capsules,takealot,very nice coffee,
"it didn't mention the size of the pods in the description : it does not fit in the nespresso/type machine!!! so sorry, i was so looking forward to tasting this coffee, but obviously that has been a waste of moneyã°å¸ëœâ¢",,PLID44858550,10/12/2020,2,2018-01-30,Espresto - Ritmo Lungo Capsules,takealot,it did not mention the size of the pods in the description it does not fit in the nespressotype machine so sorry was so looking forward to tasting this coffee but obviously that has been waste of money,
"coffee tastes great but pods does not work properly in my nespresso machine, lots of water bypass the pod and pod does not eject and get stuck in machine.",,PLID65549764,10/12/2020,1,2020-12-02,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,coffee tastes great but pods does not work properly in my nespresso machine lots of water bypass the pod and pod does not eject and get stuck in machine,
quality assured,,PLID65549764,10/12/2020,4,2020-12-01,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,quality assured,
great capsules. good quality coffee.,,PLID65549764,10/12/2020,4,2020-10-13,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,great capsules good quality coffee,
this is soo good. definitely my favourite so far,,PLID65549764,10/12/2020,5,2020-10-06,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,this is soo good definitely my favourite so far,
one of the best brands of coffee. nice and creamy and very aromatic.,,PLID65549764,10/12/2020,5,2020-09-29,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,one of the best brands of coffee nice and creamy and very aromatic,
"good coffee, great taste, great price for the quality",,PLID65549764,10/12/2020,5,2020-09-12,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,good coffee great taste great price for the quality,
lavazza is one of my favourite coffee brands,,PLID65549764,10/12/2020,4,2020-08-23,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 80,takealot,lavazza is one of my favourite coffee brands,
good variety of lovely flavors. the whole family loves it.,,PLID43684286,10/12/2020,5,2020-12-06,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,good variety of lovely flavors the whole family loves it,
it is really nice coffee for the person who is not a hard core coffee drinker or even desert after a braai.,,PLID43684286,10/12/2020,5,2020-11-24,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,it is really nice coffee for the person who is not hard core coffee drinker or even desert after braai,
delicious and aromatic flavors,,PLID43684286,10/12/2020,4,2020-11-05,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,delicious and aromatic flavors,
"very nice flavour but the coffee could be a bit stronger
",,PLID43684286,10/12/2020,4,2020-10-20,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,very nice flavour but the coffee could be bit stronger,
great tasting coffee. support local.,,PLID43684286,10/12/2020,4,2020-10-13,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,great tasting coffee support local,
love these!!,,PLID43684286,10/12/2020,5,2020-09-26,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,love these,
lovely flavours,,PLID43684286,10/12/2020,5,2020-09-16,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,lovely flavours,
"love this product to the moon and back. will recommend this product anytime. if you wish to indulge and tantalise your taste buds then this is for you. thank you.
",,PLID43684286,10/12/2020,5,2020-09-09,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,love this product to the moon and back will recommend this product anytime if you wish to indulge and tantalise your taste buds then this is for you thank you,
very good! like the flavours very much. probably not as strong as nespresso but that suits me. and for the first time an allegedly 'compatible' capsule that really is,,PLID43684286,10/12/2020,4,2020-08-28,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,very good like the flavours very much probably not as strong as nespresso but that suits me and for the first time an allegedly compatible capsule that really is,
nice selection of flavors. this has become our new favorite pod brand. highly recommended .,,PLID43684286,10/12/2020,5,2020-08-25,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,nice selection of flavors this has become our new favorite pod brand highly recommended,
it actually tastes like it should. not diluted and watered down.,,PLID43684286,10/12/2020,5,2020-08-22,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,it actually tastes like it should not diluted and watered down,
"least favorite - vanilla. tastes more flavor than coffee, if that is what you are after",,PLID43684286,10/12/2020,4,2020-08-09,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,least favorite vanilla tastes more flavor than coffee if that is what you are after,
flavor is awsome but coffee is not as strong as i expected.,,PLID43684286,10/12/2020,3,2020-08-05,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,flavor is awsome but coffee is not as strong as expected,
delicious flavours and fantastic quality,,PLID43684286,10/12/2020,5,2020-07-26,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,delicious flavours and fantastic quality,
"these capsules are a must have, will definitely buy them again!",,PLID43684286,10/12/2020,5,2020-07-05,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,these capsules are must have will definitely buy them again,
very tasty,,PLID43684286,10/12/2020,5,2020-07-04,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,very tasty,
works well with nespresso machine. flavours and quality of coffee amazing! highly recommended,,PLID43684286,10/12/2020,5,2020-06-12,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,works we will with nespresso machine flavours and quality of coffee amazing highly recommended,
"love terbodore coffee, one of the few coffees you can actually taste the different flavours...italian hazelnut is my fav...",,PLID43684286,10/12/2020,5,2020-05-24,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,love terbodore coffee one of the few coffees you can actually taste the different flavoursitalian hazelnut is my fav,
excellent,,PLID43684286,10/12/2020,4,2020-05-20,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,excellent,
one of the best. need more flavors,,PLID43684286,10/12/2020,5,2020-05-02,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,one of the best need more flavors,
"very special coffee, something that will really excite your tastebuds... try them, you will not be disappointed.",,PLID43684286,10/12/2020,5,2020-02-18,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,very special coffee something that will really excite your tastebuds try them you will not be disappointed,
i love this coffee. ,,PLID43684286,10/12/2020,5,2019-11-17,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,love this coffee,
one of the boxes i received had a bunch of broken pods. ,,PLID43684286,10/12/2020,3,2018-12-26,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,one of the boxes received had bunch of broken pods,
lacking a specific ingredient and thats coffee. basicly just flavours the water. very little coffee at all.,,PLID43684286,10/12/2020,2,2017-06-02,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,lacking specific ingredient and that is coffee basicly just flavours the water very little coffee at all,
right up there with nespresso's pods!,,PLID43684286,10/12/2020,5,2017-02-09,Terbodore Flavour Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,right up there with nespressos pods,
loved these. flavour was just what i expected it to be. will recommend. ,,PLID49124445,10/12/2020,5,2020-10-25,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,loved these flavour was just what expected it to be will recommend,
very nice and smooth,,PLID49124445,10/12/2020,5,2020-09-23,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very nice and smooth,
"excellent value for money. although one can get a cheaper product, this one beats it. no residue, fresh and fragrant. ",,PLID49124445,10/12/2020,5,2020-09-18,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,excellent value for money although one can get cheaper product this one beats it no residue fresh and fragrant,
wow..... mmmm,,PLID49124445,10/12/2020,4,2020-09-03,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,wow mmmm,
very tasty and creamy coffee... very easy to use and to enjoy.,,PLID49124445,10/12/2020,5,2020-09-02,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very tasty and creamy coffee very easy to use and to enjoy,
outstanding taste. strength of coffee is present even when milk is deepened. lovely foam and cream. no sugar.,,PLID49124445,10/12/2020,5,2020-09-01,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,outstanding taste strength of coffee is present even when milk is deepened lovely foam and cream no sugar,
a delicious coffee. would be better if larger cup - 300ml instead of 180ml,,PLID49124445,10/12/2020,4,2020-08-31,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious coffee would be better if larger cup ml instead of ml,
best coffee ever love it,,PLID49124445,10/12/2020,5,2020-08-30,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,best coffee ever love it,
these nescafe dolce gusto capsules are simply delicious. a real bargain for the amount of capsules.,,PLID49124445,10/12/2020,5,2020-08-29,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,these nescafe dolce gusto capsules are simply delicious real bargain for the amount of capsules,
lovely flavour,,PLID49124445,10/12/2020,5,2020-08-24,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,lovely flavour,
my fav. have this twice a day!,,PLID49124445,10/12/2020,5,2020-08-24,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my fav have this twice day,
"good strong flavor, nice and creamy. must go with sugar though.
",,PLID49124445,10/12/2020,5,2020-08-23,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,good strong flavor nice and creamy must go with sugar though,
easy drinking coffee,,PLID49124445,10/12/2020,5,2020-08-19,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,easy drinking coffee,
very nice,,PLID49124445,10/12/2020,4,2020-08-12,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very nice,
my favorite brew - just love the creaminess and taste.,,PLID49124445,10/12/2020,5,2020-07-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my favorite brew just love the creaminess and taste,
the great all rounder,,PLID49124445,10/12/2020,5,2020-06-29,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,the great all rounder,
always nice,,PLID49124445,10/12/2020,5,2020-06-29,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,always nice,
very good product for coffee in a capsule. nice to have as a backup!,,PLID49124445,10/12/2020,5,2020-06-27,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very good product for coffee in capsule nice to have as backup,
good tasting coffee.,,PLID49124445,10/12/2020,5,2020-06-26,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,good tasting coffee,
just what the doctor order. perfect. will buy again,,PLID49124445,10/12/2020,5,2020-06-23,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,just what the doctor order perfect will buy again,
very good only buy from you very happy,,PLID49124445,10/12/2020,5,2020-06-20,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very good only buy from you very happy,
good coffee. recommend more variety ,,PLID44858551,10/12/2020,4,2020-08-24,Espresto - Belcanto Lungo Capsules,takealot,good coffee recommend more variety,
love the taste,,PLID44858551,10/12/2020,5,2020-07-21,Espresto - Belcanto Lungo Capsules,takealot,love the taste,
i think i prefer a different brand to be honest.,,PLID44858551,10/12/2020,2,2020-05-29,Espresto - Belcanto Lungo Capsules,takealot,think prefer different brand to be honest,
perfect,,PLID44858551,10/12/2020,5,2020-05-23,Espresto - Belcanto Lungo Capsules,takealot,perfect,
great coffee,,PLID44858551,10/12/2020,5,2020-05-16,Espresto - Belcanto Lungo Capsules,takealot,great coffee,
struggled to find this flavour. so glad takealot coul help,,PLID44858551,10/12/2020,5,2020-05-06,Espresto - Belcanto Lungo Capsules,takealot,struggled to find this flavour so glad takealot coul help,
great!,,PLID44858551,10/12/2020,5,2020-02-15,Espresto - Belcanto Lungo Capsules,takealot,great,
"works perfectly with machine
nice tasting coffee",,PLID43684285,10/12/2020,4,2020-10-14,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,works perfectly with machine nice tasting coffee,
"amazing flavour and the pods are biodegradable!
10/10",,PLID43684285,10/12/2020,5,2020-10-07,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,amazing flavour and the pods are biodegradable,
environmentally friendly and coffee tastes amazing,,PLID43684285,10/12/2020,5,2020-09-11,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,environmentally friendly and coffee tastes amazing,
"great coffee, would recommend to anyone. also nespresso compatible",,PLID43684285,10/12/2020,5,2020-09-08,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,great coffee would recommend to anyone also nespresso compatible,
"my 2 favourite terbodore flavour pods. strong, local coffee at it's finest.",,PLID43684285,10/12/2020,5,2020-08-26,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,my favourite terbodore flavour pods strong local coffee at it is finest,
