content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
A truly amazing coffee - nice and strong as you'd expect it to be.,UK,10/12/2020,29 February 2016,1,takealot,Caffeluxe - African Collection - Ethiopian,PLID33067437,3.8/5,13,4.0/5
"A lovely strong coffee to wake you up in the morning. It has a lovely flavour. The price is great, cheaper than on the CaffÃ©luxe site. I like to buy lots of flavours on Takealot with free shipping to my door.",UK,10/12/2020,25 February 2016,1,takealot,Caffeluxe - African Collection - Ethiopian,PLID33067437,3.8/5,13,5.0/5
Excellent value good coffee,UK,10/12/2020,13 October 2019,1,takealot,Italian Coffee Intenso Nespresso Compatible Coffee Capsules - 40,PLID52036256,4.0/5,2,4.0/5
very nice!!!!!!,UK,10/12/2020,3 May 2019,1,takealot,Italian Coffee Intenso Nespresso Compatible Coffee Capsules - 40,PLID52036256,4.0/5,2,4.0/5
Good price for the quality of the coffee. Nice full taste without aftert taste in mouth,UK,10/12/2020,12 September 2020,1,takealot,Importers Venice 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639876,5.0/5,1,5.0/5
"The coffee is really great. But my nespresso machine struggled with it, despite its foil bottom, I believe that the coffee is too finely ground inside it.",UK,10/12/2020,13 May 2020,1,takealot,Nespresso Compatible 25 Uber Blend Medium Roast  Coffee Capsules,PLID68791171,4.0/5,1,4.0/5
Great product,UK,10/12/2020,8 August 2020,1,takealot,Terbodore English Toffee 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639850,4.5/5,2,5.0/5
Not to be shared its got a wonderful aroma and tastes great,UK,10/12/2020,20 November 2019,1,takealot,Terbodore English Toffee 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639850,4.5/5,2,4.0/5
Works well with my Nespresso Machine.  Full flavor coffee.,UK,10/12/2020,16 October 2019,1,takealot,Caffe Molinari - Nespresso Compatible 100% Arabica Capsules,PLID45018924,4.3/5,3,5.0/5
"Nice enough coffee, works well with Nespresso machines.  Delivery was not the best, took a week to arrive",UK,10/12/2020,13 October 2017,1,takealot,Caffe Molinari - Nespresso Compatible 100% Arabica Capsules,PLID45018924,4.3/5,3,4.0/5
"not bad for a compatable product and has aluminium in yhe front and back.

coffee comes out a bit slow though",UK,10/12/2020,8 October 2017,1,takealot,Caffe Molinari - Nespresso Compatible 100% Arabica Capsules,PLID45018924,4.3/5,3,4.0/5
The Dark Roast Espresso is just like the name tells you... dark. Nice and bold flavour!,UK,10/12/2020,19 July 2020,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,4.0/5
You get what you pay for.,UK,10/12/2020,4 July 2019,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,4.0/5
"Great value, great tasting coffee",UK,10/12/2020,9 May 2018,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,5.0/5
money well worth spent,UK,10/12/2020,16 November 2017,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,4.0/5
"Just as good as the Gourmet pods, just slightly stronger - for when you need a bit more kick from your coffee fix.",UK,10/12/2020,23 March 2017,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,5.0/5
"Taste is quite bland, I would definitely opt for the bigger bag of 100 capsules from Caffelux, the taste seems to be better with more variety.",UK,10/12/2020,26 July 2016,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,3.0/5
"You get what you pay for. Coffee flavoured water, at best. I have a Nespresso U-series machine and if I'm lucky enough, the machine makes coffee flavoured water, otherwise it just gets stuck and makes hot water.

And the capsules don't exit the machine properly.
",UK,10/12/2020,22 May 2016,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,1.0/5
"Best in the Caffeluxe range, but this just-just makes the 4 stars group.  the main thing going for this brand is pricing as the coffee itself is only OK.",UK,10/12/2020,22 February 2016,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,4.0/5
"Good generic capsule. Great taste, but some issues with puncturing the pods properly.",UK,10/12/2020,11 January 2016,1,takealot,Caffeluxe - Dark Roast Espresso Capsules,PLID33067432,3.8/5,9,4.0/5
Best tasting decaf coffee ever.,UK,10/12/2020,29 March 2020,1,takealot,Lavazza Blue Compatible Essenza Decaffe - 50 Capsules,PLID52621164,5.0/5,1,5.0/5
Great tasting coffee.  Pods compatible with Nespresso machine.  Value for money,UK,10/12/2020,5 February 2018,1,takealot,Medium Roast 20 Coffee Capsules for Nespresso & Caffeluxe,PLID46639858,4.0/5,1,4.0/5
"Great coffee with lots of flavor and that awesome aroma that makes you look forward to that first cup! I have purchased before and will continue to do so. Also, definitely compatible with Kfee machines, I have an Espresto Wave and have never had an issue with the pods or spillage,I think using the right type of cup at the correct height may have been the problem with a previous review.",UK,10/12/2020,22 August 2020,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,PLID42194565,2.8/5,4,4.0/5
Always a great ,UK,10/12/2020,18 December 2019,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,PLID42194565,2.8/5,4,4.0/5
They are not K-fee compatible! Water all over! I have a adaptor for Dolce gusto works perfectly with  Espresto pods!,UK,10/12/2020,13 November 2017,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,PLID42194565,2.8/5,4,1.0/5
"I love a strong cup of coffee but this stuff is unbelievably strong with a bitterness that is borderline vile to the palate, I think the beans were not roasted but burnt beyond recognition.",UK,10/12/2020,20 July 2017,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,PLID42194565,2.8/5,4,2.0/5
"Absolute rubbish. Tasteless. If I could return I would, but will have to waste money and throw where they belong, in garbage",UK,10/12/2020,1 July 2019,1,takealot,Terbodore Dutch Chocolate 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639852,1.0/5,1,1.0/5
Not enough flavour,UK,10/12/2020,24 August 2020,1,takealot,Nespresso UBER Coffee 50 Capsules - Single Origin Dark Roast,PLID69043062,2.5/5,2,4.0/5
Not Nespresso compatible!!,UK,10/12/2020,24 June 2020,1,takealot,Nespresso UBER Coffee 50 Capsules - Single Origin Dark Roast,PLID69043062,2.5/5,2,1.0/5
Not a nice taste at all -  rather pay extra for good quality,UK,10/12/2020,6 May 2019,1,takealot,Italian Coffee Ristretto Nespresso Compatible Capsules - 40,PLID53187699,1.0/5,1,1.0/5
"Consistent flavour and strength, quality coffee for a good price - definitely my choice of capsules,coffee capsules.",UK,10/12/2020,2 June 2020,1,takealot,Ambeans - Capsules Gourmet Blend - 100,PLID52348478,5.0/5,2,5.0/5
"Very nice coffee. Well priced and unlike some of the cheaper brands, it didn't seem to put the machine extraction system under any pressure.",UK,10/12/2020,12 July 2019,1,takealot,Ambeans - Capsules Gourmet Blend - 100,PLID52348478,5.0/5,2,5.0/5
A slightly stronger blend that tastes really good. We also bought the Lavazzo Decisio and prefer that to this one.,UK,10/12/2020,7 December 2019,1,takealot,Italian Coffee Deciso Nespresso Compatible Coffee Capsules - 40,PLID52036255,4.0/5,2,4.0/5
Very nice!!!!!!!!!!,UK,10/12/2020,3 May 2019,1,takealot,Italian Coffee Deciso Nespresso Compatible Coffee Capsules - 40,PLID52036255,4.0/5,2,4.0/5
Excellent flavour without the bitterness of capsule coffee. I don't use any other.,UK,10/12/2020,20 October 2018,1,takealot,Best Espresso Karma Decaffe 36 Coffee Capsules for Caffitaly,PLID46639900,5.0/5,1,5.0/5
Great product!,UK,10/12/2020,21 March 2018,1,takealot,Caffitaly - Ecaffe - Morbido Coffee Capsules,PLID28703017,4.7/5,3,4.0/5
all good,UK,10/12/2020,19 July 2016,1,takealot,Caffitaly - Ecaffe - Morbido Coffee Capsules,PLID28703017,4.7/5,3,5.0/5
I absolutely love the rich aroma and flavor! A must for anyone who enjoys their coffee fix black,UK,10/12/2020,22 December 2014,1,takealot,Caffitaly - Ecaffe - Morbido Coffee Capsules,PLID28703017,4.7/5,3,5.0/5
"Full bodied, full flavoured.",UK,10/12/2020,25 May 2020,1,takealot,Importers Amalfi Nespresso Compatible Coffee Capsules - 40,PLID54546879,5.0/5,1,5.0/5
Superb product,UK,10/12/2020,8 September 2020,1,takealot,Nescafé Dolce Gusto - Americano - 30 Capsules,PLID55390915,4.7/5,3,5.0/5
Love the flavour,UK,10/12/2020,24 August 2020,1,takealot,Nescafé Dolce Gusto - Americano - 30 Capsules,PLID55390915,4.7/5,3,4.0/5
1st morning cuppa. The best to start the day,UK,10/12/2020,10 August 2020,1,takealot,Nescafé Dolce Gusto - Americano - 30 Capsules,PLID55390915,4.7/5,3,5.0/5
Makes a weird noise with my nespresso machine i would not buy this again,UK,10/12/2020,27 October 2020,1,takealot,Italian Coffee Arabica - Nespresso compatible capsules,PLID54520257,3.8/5,4,2.0/5
At best an average coffee pod.,UK,10/12/2020,5 October 2020,1,takealot,Italian Coffee Arabica - Nespresso compatible capsules,PLID54520257,3.8/5,4,3.0/5
A really tasty and aromatic coffee pods - will be ordering again :),UK,10/12/2020,17 September 2020,1,takealot,Italian Coffee Arabica - Nespresso compatible capsules,PLID54520257,3.8/5,4,5.0/5
Very good alternative to pricier brands,UK,10/12/2020,1 July 2020,1,takealot,Italian Coffee Arabica - Nespresso compatible capsules,PLID54520257,3.8/5,4,5.0/5
"The first batch of these were ok, but the latest batch is absolutely awful. It has a 'rotten' smell and taste. Once the pod has been through the machine, it taints the following ones too, unless you run several batches of clean hot water through the system. We abandoned the remaining pods, and will not purchase this brand again.",UK,10/12/2020,5 August 2020,1,takealot,Caffeluxe - Origins - African Blend Mild Roast Espresso Capsules,PLID33067450,3.0/5,2,1.0/5
Great coffee and a really good price... Love it..,UK,10/12/2020,6 February 2018,1,takealot,Caffeluxe - Origins - African Blend Mild Roast Espresso Capsules,PLID33067450,3.0/5,2,5.0/5
Best cappuccino ever ,UK,10/12/2020,12 February 2020,1,takealot,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,PLID51939786,4.6/5,5,5.0/5
Delicious!,UK,10/12/2020,17 September 2019,1,takealot,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,PLID51939786,4.6/5,5,5.0/5
Awesome Coffee! A must have in the home!,UK,10/12/2020,17 September 2019,1,takealot,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,PLID51939786,4.6/5,5,5.0/5
Great tasting cappuccino,UK,10/12/2020,4 March 2019,1,takealot,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,PLID51939786,4.6/5,5,5.0/5
"A good product , only complaint is that the packaging is not very clear.",UK,10/12/2020,27 February 2019,1,takealot,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,PLID51939786,4.6/5,5,3.0/5
Very strong and a bit bitter,UK,10/12/2020,19 November 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,3.0/5
Tasty. Works well in my Nespresso Essenza Mini. ,UK,10/12/2020,6 October 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
This coffee taste amazing. It leaves this great aftertaste like something I have never tasted,UK,10/12/2020,15 September 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,5.0/5
Super yummy. Can strongly recommend. Have bought this numerous times. Always buy more before my stash goes down. ,UK,10/12/2020,13 September 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,5.0/5
"Good coffee, strong and flavourful.",UK,10/12/2020,25 June 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
is ok,UK,10/12/2020,12 June 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
"Robust, full of flavour",UK,10/12/2020,25 May 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
Exactly as it was advertised to be. Good bold coffee with accurate tasting notes. ,UK,10/12/2020,16 March 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
"I absolutely love this coffee, if you like strong coffee this one is definitely for you",UK,10/12/2020,15 March 2020,1,takealot,Importers St Moritz - Nespresso Compatible Coffee Capsules,PLID54965923,4.1/5,9,4.0/5
These days I come home for coffee.,UK,10/12/2020,7 February 2018,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
Good quality,UK,10/12/2020,20 October 2017,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,4.0/5
As it's name suggests. Good intense coffee.,UK,10/12/2020,28 May 2016,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
Love the machine and the capsules! Great product.,UK,10/12/2020,8 February 2016,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
Best of the bunch as far as we're concerned,UK,10/12/2020,20 July 2015,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
"Excellent value for money, great taste!",UK,10/12/2020,7 July 2015,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
"Strong, full flavoured taste.  Highly recommended.",UK,10/12/2020,20 March 2014,1,takealot,Caffitaly - Ecaffe - Intenso Coffee Capsules,PLID21044151,4.9/5,7,5.0/5
Awesome product,UK,10/12/2020,7 April 2020,1,takealot,Caffitaly - Ecaffe - Corposo Coffee Capsules ,PLID21044149,4.7/5,3,5.0/5
Strong and delectable with a rich aroma,UK,10/12/2020,22 December 2014,1,takealot,Caffitaly - Ecaffe - Corposo Coffee Capsules ,PLID21044149,4.7/5,3,4.0/5
"Excellent taste, strength and aroma.  Highly recommended for coffee lovers.",UK,10/12/2020,17 January 2014,1,takealot,Caffitaly - Ecaffe - Corposo Coffee Capsules ,PLID21044149,4.7/5,3,5.0/5
Good,UK,10/12/2020,25 August 2020,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,4.0/5
"Good taste, will buy again.",UK,10/12/2020,3 June 2020,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,4.0/5
Absolutely amazing taste ,UK,10/12/2020,8 December 2019,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,5.0/5
Really good coffee and definitively works well with the Nespresso machines.,UK,10/12/2020,28 October 2019,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,4.0/5
"I cannot recommend this product at all. The pods I received are practically useless. When used, the coffee drips out and stops after about a a fifth of what one is used to. You then try again and again and the dripping stops.  It may be that they are so old that the coffee has solidified. I've had the same experience with very old Nesspresso pods. It's actually not right that the suppler is happy to sell these. I'm going to log a return.",UK,10/12/2020,4 July 2019,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,1.0/5
"I decided to try these capsules because it is advertised as 100% Nespresso compatable, but I can honestly say it is NOT the same. My Nespresso machine leaks water on the inside whenever I use this capsules, the quality of taste is not comparable with Nespresso, I have to use two capsules to get the same strength as Nespresso and my machine struggles to push the water trough the capsule.",UK,10/12/2020,18 June 2018,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,1.0/5
Works well in nespresso machine - just like nespresso pods. Great taste - a change to the normal nespresso coffees. Will effeminately order again.,UK,10/12/2020,28 May 2018,1,takealot,Belmio - Origio Nespresso Compatible Coffee Capsules,PLID46910089,3.4/5,7,5.0/5
Product leaks out of dolce gusto Genio 2 machine. Liquid comes up and out the capsule holder instead of only flowing into the cup.,UK,10/12/2020,8 October 2020,1,takealot,Caffeluxe - Pod Stars - Silly Strawberry - 10 Capsules,PLID50091771,3.0/5,2,1.0/5
Very nice hot and cold,UK,10/12/2020,5 October 2018,1,takealot,Caffeluxe - Pod Stars - Silly Strawberry - 10 Capsules,PLID50091771,3.0/5,2,5.0/5
Do not enjoy the flavour,UK,10/12/2020,6 November 2020,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,PLID42194567,3.7/5,3,2.0/5
I just loooove the different blends of your product!,UK,10/12/2020,12 October 2020,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,PLID42194567,3.7/5,3,5.0/5
A good product ,UK,10/12/2020,21 April 2020,1,takealot,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,PLID42194567,3.7/5,3,4.0/5
"Good, However they seem to collapse in the machine sometimes.",UK,10/12/2020,11 November 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,3.0/5
Almost as a good as the originals at a fraction of the cost!,UK,10/12/2020,17 August 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,4.0/5
Good product and very good value,UK,10/12/2020,24 May 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,5.0/5
Great taste & value. Works fine as nespresso substitutes ,UK,10/12/2020,9 December 2019,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,5.0/5
very good!!,UK,10/12/2020,18 November 2019,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,4.0/5
"good value for money, no problem in my Nespresso Mini.  Just wish they did the choc/Hazelnut flavour.",UK,10/12/2020,25 May 2019,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,PLID50084566,4.2/5,6,4.0/5
The Cremoso is lighter in taste but would prefer a bigger selection in the Variety offered. Four different varieties at least opposed to 2 types only.,UK,10/12/2020,15 August 2020,1,takealot,Lavazza Blue Compatible Italian Variety - 50 Capsules ,PLID48473857,3.3/5,3,3.0/5
It says that it is compatible with the lavazza blue but doesn't in fact work in the machine. ,UK,10/12/2020,13 October 2019,1,takealot,Lavazza Blue Compatible Italian Variety - 50 Capsules ,PLID48473857,3.3/5,3,2.0/5
Good quality coffee.,UK,10/12/2020,21 May 2019,1,takealot,Lavazza Blue Compatible Italian Variety - 50 Capsules ,PLID48473857,3.3/5,3,5.0/5
One of my favourite morning coffees! I simply love the aromatic smell of vanilla coffee and the taste lingers in your mouth for quite a while. You don't even need sugar so having more than 2 cups in teh morning is no problem at all. :-) And so cool to know that takealot.com always has stock. ,UK,10/12/2020,25 August 2020,1,takealot,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639849,4.0/5,4,5.0/5
Great product,UK,10/12/2020,8 August 2020,1,takealot,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639849,4.0/5,4,5.0/5
Superb coffee,UK,10/12/2020,26 April 2020,1,takealot,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639849,4.0/5,4,5.0/5
Very disappointed by these. Terbodore's filter coffee is amazing but these capsules are very bland and weak and hardly taste of coffee. I definitely won't order them again. ,UK,10/12/2020,9 October 2017,1,takealot,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639849,4.0/5,4,1.0/5
Awesome product with great flavor.,UK,10/12/2020,5 August 2020,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,5.0/5
Its not that good. Rather spend more and buy the nespresso pods,UK,10/12/2020,3 June 2020,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,2.0/5
Love this coffee. ,UK,10/12/2020,29 May 2020,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,5.0/5
Coffee tastes great but doesnt seem to work with the Nespresso m achine that well. The capsule design is incompatible and it does extract the right amount of coffee. I stopped using these fearing my machine would break.,UK,10/12/2020,4 April 2020,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,2.0/5
Not the best Vida e Caffe I've had. Very weak.,UK,10/12/2020,1 February 2019,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,2.0/5
"Capsules are not of great quality - plastic, with an aluminium foil front- and back-end. Not all the capsules are properly sealed air-tight.
Coffee tastes great though. Taste is balanced. Not too strong, with a decent body expected of this light roast. Tastes nice. ",UK,10/12/2020,16 October 2018,1,takealot,Vida e Caffe - Capella Capsule Sleeve,PLID47904287,3.2/5,6,3.0/5
"Good coffee, and the capsules work well in my Nespresso Essenza Mini.",UK,10/12/2020,6 October 2020,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,4.0/5
I have tried every different Nespresso compatible pod out there and these are the best pods I have had by far besides the pods provided directly from Nespresso.,UK,10/12/2020,12 May 2020,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,5.0/5
Taste is really nice.,UK,10/12/2020,25 December 2019,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,4.0/5
Nice Italian coffee,UK,10/12/2020,16 May 2018,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,4.0/5
"good enough coffee, capsules indeed nespresso compatible.  delivery was long, took a week to arrive",UK,10/12/2020,13 October 2017,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,4.0/5
"not bad for a compatable product and has aluminium in yhe front and back.

coffee comes out a bit slow though",UK,10/12/2020,8 October 2017,1,takealot,Caffe Molinari - Nespresso Compatible Oro Capsules,PLID45018925,4.2/5,6,4.0/5
"Taste is okay, better options available in other ranges.",UK,10/12/2020,28 July 2020,1,takealot,Italian Coffee Crema - Nespresso compatible capsules,PLID54520256,2.0/5,1,2.0/5
Strength rating indicated not accurate at all. Coffee is much weaker than indicated.,UK,10/12/2020,6 December 2020,1,takealot,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,PLID70396040,3.4/5,5,2.0/5
Fantastic coffee product,UK,10/12/2020,2 December 2020,1,takealot,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,PLID70396040,3.4/5,5,5.0/5
"Capsules are good, Quality is average
Strength ratings are not accurate",UK,10/12/2020,1 December 2020,1,takealot,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,PLID70396040,3.4/5,5,3.0/5
"Maybe I was expecting too much, but the coffee isn’t very good. Lots of chicory taste, not befitting the price of the product. Nowhere near nespresso pods and you’ll do better with cafeluxe pods",UK,10/12/2020,27 November 2020,1,takealot,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,PLID70396040,3.4/5,5,2.0/5
Fantastic,UK,10/12/2020,11 November 2020,1,takealot,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,PLID70396040,3.4/5,5,5.0/5
taste good,UK,10/12/2020,22 July 2020,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,5.0/5
Good flavours and great taste at an affordable price. Compatibility: Works well with Nespresso Machines.,UK,10/12/2020,21 July 2020,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
Great tasting and very flavorful.will purchase it again.,UK,10/12/2020,11 May 2020,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,5.0/5
We are happy with the product and the product is compatible with our Nespresso Machine. One of the capsules were however open when we opened the box. ,UK,10/12/2020,18 November 2019,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
Good,UK,10/12/2020,13 November 2019,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,5.0/5
Great product,UK,10/12/2020,21 October 2019,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
"Morning.  I would just like to make a comment that 3 of the Lungo pods had no content in.  When the seal was pealed open to see why no coffee was draining, there was no content in.  Photos can be sent for evidence if need be.  So I am a little upset about quality control on the product. 
Thanx",UK,10/12/2020,25 June 2018,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,3.0/5
Great product,UK,10/12/2020,10 January 2018,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
Thanks for the extra capsules Have not used all of them yet ,UK,10/12/2020,19 June 2017,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
"Not impressed with these pods at all, in fact we have used a couple and the rest is just shoved away in a drawer. 
Using Nespresso pods, worth the extra money. Will never buy these pods again!!!!!

Very upset client",UK,10/12/2020,9 February 2017,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,1.0/5
"coffee is ok, pods are indeed compatible and at the price irresistible.  takealot's service is impeccable.",UK,10/12/2020,27 December 2016,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,4.0/5
Great value and arrived promptly. Good selection and wrapped in groups of five to retain freshness.,UK,10/12/2020,16 November 2016,1,takealot,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),PLID41472898,4.0/5,12,5.0/5
I love these capsules. They fit in my Nespresso machine. Good quality coffee. Highly recommended.,UK,10/12/2020,31 August 2020,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
The Caffelux Decaf taste is good & affordableand really convenient to add to a Takealot purchase,UK,10/12/2020,18 May 2020,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,4.0/5
Delicious coffee capsules!,UK,10/12/2020,18 May 2020,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,4.0/5
"A delicious decaf espresso. Remember folks, it is an ESPRESSO, not a cup of coffee. When made correctly it's great.",UK,10/12/2020,5 February 2020,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,4.0/5
Delicious!!!,UK,10/12/2020,4 January 2020,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
Great decaf blend and works perfectly with my Nespresso machine! ,UK,10/12/2020,19 November 2019,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
Delicious and affordable,UK,10/12/2020,17 November 2019,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
"Excellent price, tastes fine. I will buy it again. ",UK,10/12/2020,16 November 2019,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
