review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
"you get what you pay for. coffee flavoured water, at best. i have a nespresso u-series machine and if i'm lucky enough, the machine makes coffee flavoured water, otherwise it just gets stuck and makes hot water.

and the capsules don't exit the machine properly.
",,PLID33067432,10/12/2020,1,2016-05-22,Caffeluxe - Dark Roast Espresso Capsules,takealot,you get what you pay for coffee flavoured water at best have nespresso useries machine and if am lucky enough the machine makes coffee flavoured water otherwise it just gets stuck and makes hot water and the capsules do not exit the machine properly,,"you get what you pay for. coffee flavoured water, at best. i have a nespresso u-series machine and if i'm lucky enough, the machine makes coffee flavoured water, otherwise it just gets stuck and makes hot water.

and the capsules don't exit the machine properly.
 ",['hot water'],-1,you get what you pay for coffee flavoured water at best have nespresso useries machine and if am lucky enough the machine makes coffee flavoured water otherwise it just gets stuck and makes hot water and the capsules do not exit the machine properly ,"['price', 'taste']"
"best in the caffeluxe range, but this just-just makes the 4 stars group.  the main thing going for this brand is pricing as the coffee itself is only ok.",,PLID33067432,10/12/2020,4,2016-02-22,Caffeluxe - Dark Roast Espresso Capsules,takealot,best in the caffeluxe range but this justjust makes the stars group the main thing going for this brand is pricing as the coffee itself is only ok,,"best in the caffeluxe range, but this just-just makes the 4 stars group.  the main thing going for this brand is pricing as the coffee itself is only ok. ",[],1,best in the caffeluxe range but this justjust makes the stars group the main thing going for this brand is pricing as the coffee itself is only ok ,['price']
"good generic capsule. great taste, but some issues with puncturing the pods properly.",,PLID33067432,10/12/2020,4,2016-01-11,Caffeluxe - Dark Roast Espresso Capsules,takealot,good generic capsule great taste but some issues with puncturing the pods properly,,"good generic capsule. great taste, but some issues with puncturing the pods properly. ",['great taste'],1,good generic capsule great taste but some issues with puncturing the pods properly ,['taste']
best tasting decaf coffee ever.,,PLID52621164,10/12/2020,5,2020-03-29,Lavazza Blue Compatible Essenza Decaffe - 50 Capsules,takealot,best tasting decaf coffee ever,,best tasting decaf coffee ever. ,[],1,best tasting decaf coffee ever ,['taste']
great tasting coffee.  pods compatible with nespresso machine.  value for money,,PLID46639858,10/12/2020,4,2018-02-05,Medium Roast 20 Coffee Capsules for Nespresso & Caffeluxe,takealot,great tasting coffee pods compatible with nespresso machine value for money,,great tasting coffee.  pods compatible with nespresso machine.  value for money ,['great tasting coffee'],1,great tasting coffee pods compatible with nespresso machine value for money ,"['price', 'taste']"
"great coffee with lots of flavor and that awesome aroma that makes you look forward to that first cup! i have purchased before and will continue to do so. also, definitely compatible with kfee machines, i have an espresto wave and have never had an issue with the pods or spillage,i think using the right type of cup at the correct height may have been the problem with a previous review.",,PLID42194565,10/12/2020,4,2020-08-22,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,takealot,great coffee with lots of flavor and that awesome aroma that makes you look forward to that first cup have purchased before and will continue to do so also definitely compatible with kfee machines have an espresto wave and have never had an issue with the pods or spillagei think using the right type of cup at the correct height may have been the problem with previous review,,"great coffee with lots of flavor and that awesome aroma that makes you look forward to that first cup! i have purchased before and will continue to do so. also, definitely compatible with kfee machines, i have an espresto wave and have never had an issue with the pods or spillage,i think using the right type of cup at the correct height may have been the problem with a previous review. ","['great coffee', 'right type', 'correct height']",1,great coffee with lots of flavor and that awesome aroma that makes you look forward to that first cup have purchased before and will continue to do so also definitely compatible with kfee machines have an espresto wave and have never had an issue with the pods or spillagei think using the right type of cup at the correct height may have been the problem with previous review ,['taste']
always a great ,,PLID42194565,10/12/2020,4,2019-12-18,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,takealot,always great,,always a great  ,[],1,always great ,[]
they are not k-fee compatible! water all over! i have a adaptor for dolce gusto works perfectly with  espresto pods!,,PLID42194565,10/12/2020,1,2017-11-13,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,takealot,they are not kfee compatible water all over have adaptor for dolce gusto works perfectly with espresto pods,,they are not k-fee compatible! water all over! i have a adaptor for dolce gusto works perfectly with  espresto pods! ,[],-1,they are not kfee compatible water all over have adaptor for dolce gusto works perfectly with espresto pods ,[]
"i love a strong cup of coffee but this stuff is unbelievably strong with a bitterness that is borderline vile to the palate, i think the beans were not roasted but burnt beyond recognition.",,PLID42194565,10/12/2020,2,2017-07-20,K-Fee compatible Wave & Preferenza Coffee Capsules - Coffee Variety (no Decaffe) - 36 Coffee Capsules,takealot,love strong cup of coffee but this stuff is unbelievably strong with bitterness that is borderline vile to the palate think the beans we are not roasted but burnt beyond recognition,,"i love a strong cup of coffee but this stuff is unbelievably strong with a bitterness that is borderline vile to the palate, i think the beans were not roasted but burnt beyond recognition. ",['strong cup'],-1,love strong cup of coffee but this stuff is unbelievably strong with bitterness that is borderline vile to the palate think the beans we are not roasted but burnt beyond recognition ,['delivery']
"absolute rubbish. tasteless. if i could return i would, but will have to waste money and throw where they belong, in garbage",,PLID46639852,10/12/2020,1,2019-07-01,Terbodore Dutch Chocolate 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,absolute rubbish tasteless if could return would but will have to waste money and throw where they belong in garbage,,"absolute rubbish. tasteless. if i could return i would, but will have to waste money and throw where they belong, in garbage ",[],-1,absolute rubbish tasteless if could return would but will have to waste money and throw where they belong in garbage ,"['packaging', 'price', 'taste']"
not enough flavour,,PLID69043062,10/12/2020,4,2020-08-24,Nespresso UBER Coffee 50 Capsules - Single Origin Dark Roast,takealot,not enough flavour,,not enough flavour ,[],-1,not enough flavour ,['taste']
not nespresso compatible!!,,PLID69043062,10/12/2020,1,2020-06-24,Nespresso UBER Coffee 50 Capsules - Single Origin Dark Roast,takealot,not nespresso compatible,,not nespresso compatible!! ,[],-1,not nespresso compatible ,[]
not a nice taste at all -  rather pay extra for good quality,,PLID53187699,10/12/2020,1,2019-05-06,Italian Coffee Ristretto Nespresso Compatible Capsules - 40,takealot,not nice taste at all rather pay extra for good quality,,not a nice taste at all -  rather pay extra for good quality ,['good quality'],-1,not nice taste at all rather pay extra for good quality ,"['price', 'taste']"
"consistent flavour and strength, quality coffee for a good price - definitely my choice of capsules,coffee capsules.",,PLID52348478,10/12/2020,5,2020-06-02,Ambeans - Capsules Gourmet Blend - 100,takealot,consistent flavour and strength quality coffee for good price definitely my choice of capsulescoffee capsules,,"consistent flavour and strength, quality coffee for a good price - definitely my choice of capsules,coffee capsules. ","['good price', 'consistent flavour']",1,consistent flavour and strength quality coffee for good price definitely my choice of capsulescoffee capsules ,"['price', 'taste']"
"very nice coffee. well priced and unlike some of the cheaper brands, it didn't seem to put the machine extraction system under any pressure.",,PLID52348478,10/12/2020,5,2019-07-12,Ambeans - Capsules Gourmet Blend - 100,takealot,very nice coffee we will priced and unlike some of the cheaper brands it did not seem to put the machine extraction system under any pressure,,"very nice coffee. well priced and unlike some of the cheaper brands, it didn't seem to put the machine extraction system under any pressure. ","['cheap brand', 'very nice coffee']",1,very nice coffee we will priced and unlike some of the cheaper brands it did not seem to put the machine extraction system under any pressure ,"['allergens', 'price']"
a slightly stronger blend that tastes really good. we also bought the lavazzo decisio and prefer that to this one.,,PLID52036255,10/12/2020,4,2019-12-07,Italian Coffee Deciso Nespresso Compatible Coffee Capsules - 40,takealot,slightly stronger blend that tastes really good we also bought the lavazzo decisio and prefer that to this one,,a slightly stronger blend that tastes really good. we also bought the lavazzo decisio and prefer that to this one. ,['slightly strong blend'],1,slightly stronger blend that tastes really good we also bought the lavazzo decisio and prefer that to this one ,['taste']
very nice!!!!!!!!!!,,PLID52036255,10/12/2020,4,2019-05-03,Italian Coffee Deciso Nespresso Compatible Coffee Capsules - 40,takealot,very nice,,very nice!!!!!!!!!! ,[],1,very nice ,[]
excellent flavour without the bitterness of capsule coffee. i don't use any other.,,PLID46639900,10/12/2020,5,2018-10-20,Best Espresso Karma Decaffe 36 Coffee Capsules for Caffitaly,takealot,excellent flavour without the bitterness of capsule coffee do not use any other,,excellent flavour without the bitterness of capsule coffee. i don't use any other. ,['excellent flavour'],1,excellent flavour without the bitterness of capsule coffee do not use any other ,['taste']
great product!,,PLID28703017,10/12/2020,4,2018-03-21,Caffitaly - Ecaffe - Morbido Coffee Capsules,takealot,great product,,great product! ,['great product'],1,great product ,[]
all good,,PLID28703017,10/12/2020,5,2016-07-19,Caffitaly - Ecaffe - Morbido Coffee Capsules,takealot,all good,,all good ,[],1,all good ,[]
i absolutely love the rich aroma and flavor! a must for anyone who enjoys their coffee fix black,,PLID28703017,10/12/2020,5,2014-12-22,Caffitaly - Ecaffe - Morbido Coffee Capsules,takealot,absolutely love the rich aroma and flavor must for anyone who enjoys their coffee fix black,,i absolutely love the rich aroma and flavor! a must for anyone who enjoys their coffee fix black ,['rich aroma'],1,absolutely love the rich aroma and flavor must for anyone who enjoys their coffee fix black ,['taste']
"full bodied, full flavoured.",,PLID54546879,10/12/2020,5,2020-05-25,Importers Amalfi Nespresso Compatible Coffee Capsules - 40,takealot,full bodied full flavoured,,"full bodied, full flavoured. ",[],1,full bodied full flavoured ,['taste']
superb product,,PLID55390915,10/12/2020,5,2020-09-08,Nescafé Dolce Gusto - Americano - 30 Capsules,takealot,superb product,,superb product ,[],1,superb product ,[]
love the flavour,,PLID55390915,10/12/2020,4,2020-08-24,Nescafé Dolce Gusto - Americano - 30 Capsules,takealot,love the flavour,,love the flavour ,[],1,love the flavour ,['taste']
1st morning cuppa. the best to start the day,,PLID55390915,10/12/2020,5,2020-08-10,Nescafé Dolce Gusto - Americano - 30 Capsules,takealot,st morning cuppa the best to start the day,,1st morning cuppa. the best to start the day ,[],1,st morning cuppa the best to start the day ,[]
makes a weird noise with my nespresso machine i would not buy this again,,PLID54520257,10/12/2020,2,2020-10-27,Italian Coffee Arabica - Nespresso compatible capsules,takealot,makes weird noise with my nespresso machine would not buy this again,,makes a weird noise with my nespresso machine i would not buy this again ,['weird noise'],-1,makes weird noise with my nespresso machine would not buy this again ,[]
at best an average coffee pod.,,PLID54520257,10/12/2020,3,2020-10-05,Italian Coffee Arabica - Nespresso compatible capsules,takealot,at best an average coffee pod,,at best an average coffee pod. ,[],1,at best an average coffee pod ,[]
a really tasty and aromatic coffee pods - will be ordering again :),,PLID54520257,10/12/2020,5,2020-09-17,Italian Coffee Arabica - Nespresso compatible capsules,takealot,really tasty and aromatic coffee pods will be ordering again,,a really tasty and aromatic coffee pods - will be ordering again :) ,[],1,really tasty and aromatic coffee pods will be ordering again ,"['delivery', 'taste']"
very good alternative to pricier brands,,PLID54520257,10/12/2020,5,2020-07-01,Italian Coffee Arabica - Nespresso compatible capsules,takealot,very good alternative to pricier brands,,very good alternative to pricier brands ,['very good alternative'],1,very good alternative to pricier brands ,['price']
"the first batch of these were ok, but the latest batch is absolutely awful. it has a 'rotten' smell and taste. once the pod has been through the machine, it taints the following ones too, unless you run several batches of clean hot water through the system. we abandoned the remaining pods, and will not purchase this brand again.",,PLID33067450,10/12/2020,1,2020-08-05,Caffeluxe - Origins - African Blend Mild Roast Espresso Capsules,takealot,the first batch of these we are ok but the latest batch is absolutely awful it has rotten smell and taste once the pod has been through the machine it taints the following ones too unless you run several batches of clean hot water through the system we abandoned the remaining pods and will not purchase this brand again,,"the first batch of these were ok, but the latest batch is absolutely awful. it has a 'rotten' smell and taste. once the pod has been through the machine, it taints the following ones too, unless you run several batches of clean hot water through the system. we abandoned the remaining pods, and will not purchase this brand again. ","['clean hot water', 'rotten smell']",-1,the first batch of these we are ok but the latest batch is absolutely awful it has rotten smell and taste once the pod has been through the machine it taints the following ones too unless you run several batches of clean hot water through the system we abandoned the remaining pods and will not purchase this brand again ,['allergens']
great coffee and a really good price... love it..,,PLID33067450,10/12/2020,5,2018-02-06,Caffeluxe - Origins - African Blend Mild Roast Espresso Capsules,takealot,great coffee and really good price love it,,great coffee and a really good price... love it.. ,"['really good price', 'great coffee']",1,great coffee and really good price love it ,['price']
best cappuccino ever ,,PLID51939786,10/12/2020,5,2020-02-12,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,takealot,best cappuccino ever,,best cappuccino ever  ,['good cappuccino'],1,best cappuccino ever ,[]
delicious!,,PLID51939786,10/12/2020,5,2019-09-17,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,takealot,delicious,,delicious! ,[],1,delicious ,['taste']
awesome coffee! a must have in the home!,,PLID51939786,10/12/2020,5,2019-09-17,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,takealot,awesome coffee must have in the home,,awesome coffee! a must have in the home! ,['awesome coffee'],1,awesome coffee must have in the home ,[]
great tasting cappuccino,,PLID51939786,10/12/2020,5,2019-03-04,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,takealot,great tasting cappuccino,,great tasting cappuccino ,['great tasting cappuccino'],1,great tasting cappuccino ,['taste']
"a good product , only complaint is that the packaging is not very clear.",,PLID51939786,10/12/2020,3,2019-02-27,NESCAFÉ Dolce Gusto Cappuccino Magnum 30 Capsules,takealot,good product only complaint is that the packaging is not very clear,,"a good product , only complaint is that the packaging is not very clear. ",['good product'],1,good product only complaint is that the packaging is not very clear ,['packaging']
very strong and a bit bitter,,PLID54965923,10/12/2020,3,2020-11-19,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,very strong and bit bitter,,very strong and a bit bitter ,[],-1,very strong and bit bitter ,[]
tasty. works well in my nespresso essenza mini. ,,PLID54965923,10/12/2020,4,2020-10-06,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,tasty works we will in my nespresso essenza mini,,tasty. works well in my nespresso essenza mini.  ,[],1,tasty works we will in my nespresso essenza mini ,['taste']
this coffee taste amazing. it leaves this great aftertaste like something i have never tasted,,PLID54965923,10/12/2020,5,2020-09-15,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,this coffee taste amazing it leaves this great aftertaste like something have never tasted,,this coffee taste amazing. it leaves this great aftertaste like something i have never tasted ,['great aftertaste'],1,this coffee taste amazing it leaves this great aftertaste like something have never tasted ,['taste']
super yummy. can strongly recommend. have bought this numerous times. always buy more before my stash goes down. ,,PLID54965923,10/12/2020,5,2020-09-13,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,super yummy can strongly recommend have bought this numerous times always buy more before my stash goes down,,super yummy. can strongly recommend. have bought this numerous times. always buy more before my stash goes down.  ,[],1,super yummy can strongly recommend have bought this numerous times always buy more before my stash goes down ,['delivery']
"good coffee, strong and flavourful.",,PLID54965923,10/12/2020,4,2020-06-25,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,good coffee strong and flavourful,,"good coffee, strong and flavourful. ",['good coffee'],1,good coffee strong and flavourful ,['taste']
is ok,,PLID54965923,10/12/2020,4,2020-06-12,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,is ok,,is ok ,[],1,is ok ,[]
"robust, full of flavour",,PLID54965923,10/12/2020,4,2020-05-25,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,robust full of flavour,,"robust, full of flavour ",[],1,robust full of flavour ,['taste']
exactly as it was advertised to be. good bold coffee with accurate tasting notes. ,,PLID54965923,10/12/2020,4,2020-03-16,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,exactly as it was advertised to be good bold coffee with accurate tasting notes,,exactly as it was advertised to be. good bold coffee with accurate tasting notes.  ,"['good bold coffee', 'accurate tasting note']",1,exactly as it was advertised to be good bold coffee with accurate tasting notes ,"['allergens', 'price', 'taste']"
"i absolutely love this coffee, if you like strong coffee this one is definitely for you",,PLID54965923,10/12/2020,4,2020-03-15,Importers St Moritz - Nespresso Compatible Coffee Capsules,takealot,absolutely love this coffee if you like strong coffee this one is definitely for you,,"i absolutely love this coffee, if you like strong coffee this one is definitely for you ",['strong coffee'],1,absolutely love this coffee if you like strong coffee this one is definitely for you ,[]
these days i come home for coffee.,,PLID21044151,10/12/2020,5,2018-02-07,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,these days come home for coffee,,these days i come home for coffee. ,[],1,these days come home for coffee ,[]
good quality,,PLID21044151,10/12/2020,4,2017-10-20,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,good quality,,good quality ,['good quality'],1,good quality ,[]
as it's name suggests. good intense coffee.,,PLID21044151,10/12/2020,5,2016-05-28,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,as it is name suggests good intense coffee,,as it's name suggests. good intense coffee. ,['good intense coffee'],1,as it is name suggests good intense coffee ,[]
love the machine and the capsules! great product.,,PLID21044151,10/12/2020,5,2016-02-08,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,love the machine and the capsules great product,,love the machine and the capsules! great product. ,['great product'],1,love the machine and the capsules great product ,[]
best of the bunch as far as we're concerned,,PLID21044151,10/12/2020,5,2015-07-20,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,best of the bunch as far as we are concerned,,best of the bunch as far as we're concerned ,[],1,best of the bunch as far as we are concerned ,[]
"excellent value for money, great taste!",,PLID21044151,10/12/2020,5,2015-07-07,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,excellent value for money great taste,,"excellent value for money, great taste! ","['excellent value', 'great taste']",1,excellent value for money great taste ,"['price', 'taste']"
"strong, full flavoured taste.  highly recommended.",,PLID21044151,10/12/2020,5,2014-03-20,Caffitaly - Ecaffe - Intenso Coffee Capsules,takealot,strong full flavoured taste highly recommended,,"strong, full flavoured taste.  highly recommended. ",[],1,strong full flavoured taste highly recommended ,['taste']
awesome product,,PLID21044149,10/12/2020,5,2020-04-07,Caffitaly - Ecaffe - Corposo Coffee Capsules ,takealot,awesome product,,awesome product ,['awesome product'],1,awesome product ,[]
strong and delectable with a rich aroma,,PLID21044149,10/12/2020,4,2014-12-22,Caffitaly - Ecaffe - Corposo Coffee Capsules ,takealot,strong and delectable with rich aroma,,strong and delectable with a rich aroma ,['rich aroma'],1,strong and delectable with rich aroma ,['taste']
"excellent taste, strength and aroma.  highly recommended for coffee lovers.",,PLID21044149,10/12/2020,5,2014-01-17,Caffitaly - Ecaffe - Corposo Coffee Capsules ,takealot,excellent taste strength and aroma highly recommended for coffee lovers,,"excellent taste, strength and aroma.  highly recommended for coffee lovers. ",['excellent taste'],1,excellent taste strength and aroma highly recommended for coffee lovers ,['taste']
good,,PLID46910089,10/12/2020,4,2020-08-25,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,good,,good ,[],1,good ,[]
"good taste, will buy again.",,PLID46910089,10/12/2020,4,2020-06-03,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,good taste will buy again,,"good taste, will buy again. ",['good taste'],1,good taste will buy again ,['taste']
absolutely amazing taste ,,PLID46910089,10/12/2020,5,2019-12-08,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,absolutely amazing taste,,absolutely amazing taste  ,['absolutely amazing taste'],1,absolutely amazing taste ,['taste']
really good coffee and definitively works well with the nespresso machines.,,PLID46910089,10/12/2020,4,2019-10-28,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,really good coffee and definitively works we will with the nespresso machines,,really good coffee and definitively works well with the nespresso machines. ,['really good coffee'],1,really good coffee and definitively works we will with the nespresso machines ,[]
"i cannot recommend this product at all. the pods i received are practically useless. when used, the coffee drips out and stops after about a a fifth of what one is used to. you then try again and again and the dripping stops.  it may be that they are so old that the coffee has solidified. i've had the same experience with very old nesspresso pods. it's actually not right that the suppler is happy to sell these. i'm going to log a return.",,PLID46910089,10/12/2020,1,2019-07-04,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,cannot recommend this product at all the pods received are practically useless when used the coffee drips out and stops after about fifth of what one is used to you then try again and again and the dripping stops it may be that they are so old that the coffee has solidified have had the same experience with very old nesspresso pods it is actually not right that the suppler is happy to sell these am going to log return,,"i cannot recommend this product at all. the pods i received are practically useless. when used, the coffee drips out and stops after about a a fifth of what one is used to. you then try again and again and the dripping stops.  it may be that they are so old that the coffee has solidified. i've had the same experience with very old nesspresso pods. it's actually not right that the suppler is happy to sell these. i'm going to log a return. ",[],-1,cannot recommend this product at all the pods received are practically useless when used the coffee drips out and stops after about fifth of what one is used to you then try again and again and the dripping stops it may be that they are so old that the coffee has solidified have had the same experience with very old nesspresso pods it is actually not right that the suppler is happy to sell these am going to log return ,['allergens']
"i decided to try these capsules because it is advertised as 100% nespresso compatable, but i can honestly say it is not the same. my nespresso machine leaks water on the inside whenever i use this capsules, the quality of taste is not comparable with nespresso, i have to use two capsules to get the same strength as nespresso and my machine struggles to push the water trough the capsule.",,PLID46910089,10/12/2020,1,2018-06-18,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,decided to try these capsules because it is advertised as nespresso compatable but can honestly say it is not the same my nespresso machine leaks water on the inside whenever use this capsules the quality of taste is not comparable with nespresso have to use two capsules to get the same strength as nespresso and my machine struggles to push the water trough the capsule,,"i decided to try these capsules because it is advertised as 100% nespresso compatable, but i can honestly say it is not the same. my nespresso machine leaks water on the inside whenever i use this capsules, the quality of taste is not comparable with nespresso, i have to use two capsules to get the same strength as nespresso and my machine struggles to push the water trough the capsule. ",[],-1,decided to try these capsules because it is advertised as nespresso compatable but can honestly say it is not the same my nespresso machine leaks water on the inside whenever use this capsules the quality of taste is not comparable with nespresso have to use two capsules to get the same strength as nespresso and my machine struggles to push the water trough the capsule ,"['allergens', 'taste']"
works well in nespresso machine - just like nespresso pods. great taste - a change to the normal nespresso coffees. will effeminately order again.,,PLID46910089,10/12/2020,5,2018-05-28,Belmio - Origio Nespresso Compatible Coffee Capsules,takealot,works we will in nespresso machine just like nespresso pods great taste change to the normal nespresso coffees will effeminately order again,,works well in nespresso machine - just like nespresso pods. great taste - a change to the normal nespresso coffees. will effeminately order again. ,['great taste change'],1,works we will in nespresso machine just like nespresso pods great taste change to the normal nespresso coffees will effeminately order again ,"['delivery', 'price', 'taste']"
product leaks out of dolce gusto genio 2 machine. liquid comes up and out the capsule holder instead of only flowing into the cup.,,PLID50091771,10/12/2020,1,2020-10-08,Caffeluxe - Pod Stars - Silly Strawberry - 10 Capsules,takealot,product leaks out of dolce gusto genio machine liquid comes up and out the capsule holder instead of only flowing into the cup,,product leaks out of dolce gusto genio 2 machine. liquid comes up and out the capsule holder instead of only flowing into the cup. ,[],-1,product leaks out of dolce gusto genio machine liquid comes up and out the capsule holder instead of only flowing into the cup ,[]
very nice hot and cold,,PLID50091771,10/12/2020,5,2018-10-05,Caffeluxe - Pod Stars - Silly Strawberry - 10 Capsules,takealot,very nice hot and cold,,very nice hot and cold ,[],1,very nice hot and cold ,[]
do not enjoy the flavour,,PLID42194567,10/12/2020,2,2020-11-06,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,takealot,do not enjoy the flavour,,do not enjoy the flavour ,[],-1,do not enjoy the flavour ,['taste']
i just loooove the different blends of your product!,,PLID42194567,10/12/2020,5,2020-10-12,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,takealot,just loooove the different blends of your product,,i just loooove the different blends of your product! ,[],1,just loooove the different blends of your product ,[]
a good product ,,PLID42194567,10/12/2020,4,2020-04-21,K-Fee compatible Wave & Preferenza Coffee Capsules - Bulk Special - 72 Coffee Capsules,takealot,good product,,a good product  ,['good product'],1,good product ,[]
"good, however they seem to collapse in the machine sometimes.",,PLID50084566,10/12/2020,3,2020-11-11,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,good however they seem to collapse in the machine sometimes,,"good, however they seem to collapse in the machine sometimes. ",[],-1,good however they seem to collapse in the machine sometimes ,['delivery']
almost as a good as the originals at a fraction of the cost!,,PLID50084566,10/12/2020,4,2020-08-17,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,almost as good as the originals at fraction of the cost,,almost as a good as the originals at a fraction of the cost! ,[],1,almost as good as the originals at fraction of the cost ,"['allergens', 'price']"
good product and very good value,,PLID50084566,10/12/2020,5,2020-05-24,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,good product and very good value,,good product and very good value ,"['very good value', 'good product']",1,good product and very good value ,['price']
great taste & value. works fine as nespresso substitutes ,,PLID50084566,10/12/2020,5,2019-12-09,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,great taste value works fine as nespresso substitutes,,great taste & value. works fine as nespresso substitutes  ,['great taste'],1,great taste value works fine as nespresso substitutes ,"['price', 'taste']"
very good!!,,PLID50084566,10/12/2020,4,2019-11-18,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,very good,,very good!! ,[],1,very good ,[]
"good value for money, no problem in my nespresso mini.  just wish they did the choc/hazelnut flavour.",,PLID50084566,10/12/2020,4,2019-05-25,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 200,takealot,good value for money no problem in my nespresso mini just wish they did the chochazelnut flavour,,"good value for money, no problem in my nespresso mini.  just wish they did the choc/hazelnut flavour. ",['good value'],1,good value for money no problem in my nespresso mini just wish they did the chochazelnut flavour ,"['price', 'taste']"
the cremoso is lighter in taste but would prefer a bigger selection in the variety offered. four different varieties at least opposed to 2 types only.,,PLID48473857,10/12/2020,3,2020-08-15,Lavazza Blue Compatible Italian Variety - 50 Capsules ,takealot,the cremoso is lighter in taste but would prefer bigger selection in the variety offered four different varieties at least opposed to types only,,the cremoso is lighter in taste but would prefer a bigger selection in the variety offered. four different varieties at least opposed to 2 types only. ,[],-1,the cremoso is lighter in taste but would prefer bigger selection in the variety offered four different varieties at least opposed to types only ,['taste']
it says that it is compatible with the lavazza blue but doesn't in fact work in the machine. ,,PLID48473857,10/12/2020,2,2019-10-13,Lavazza Blue Compatible Italian Variety - 50 Capsules ,takealot,it says that it is compatible with the lavazza blue but does not in fact work in the machine,,it says that it is compatible with the lavazza blue but doesn't in fact work in the machine.  ,[],-1,it says that it is compatible with the lavazza blue but does not in fact work in the machine ,['allergens']
good quality coffee.,,PLID48473857,10/12/2020,5,2019-05-21,Lavazza Blue Compatible Italian Variety - 50 Capsules ,takealot,good quality coffee,,good quality coffee. ,['good quality coffee'],1,good quality coffee ,[]
one of my favourite morning coffees! i simply love the aromatic smell of vanilla coffee and the taste lingers in your mouth for quite a while. you don't even need sugar so having more than 2 cups in teh morning is no problem at all. :-) and so cool to know that takealot.com always has stock. ,,PLID46639849,10/12/2020,5,2020-08-25,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,one of my favourite morning coffees simply love the aromatic smell of vanilla coffee and the taste lingers in your mouth for quite while you do not even need sugar so having more than cups in teh morning is no problem at all and so cool to know that takealotcom always has stock,,one of my favourite morning coffees! i simply love the aromatic smell of vanilla coffee and the taste lingers in your mouth for quite a while. you don't even need sugar so having more than 2 cups in teh morning is no problem at all. :-) and so cool to know that takealot.com always has stock.  ,['aromatic smell'],1,one of my favourite morning coffees simply love the aromatic smell of vanilla coffee and the taste lingers in your mouth for quite while you do not even need sugar so having more than cups in teh morning is no problem at all and so cool to know that takealotcom always has stock ,"['price', 'taste']"
great product,,PLID46639849,10/12/2020,5,2020-08-08,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,great product,,great product ,['great product'],1,great product ,[]
superb coffee,,PLID46639849,10/12/2020,5,2020-04-26,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,superb coffee,,superb coffee ,[],1,superb coffee ,[]
